2017-09-20,2,1606
2017-10-10,72.7,85
2017-10-10,72.7,85
2017-10-10,72.7,85
2017-10-10,72.7,85
2017-09-20,127,85
2017-09-20,127,85
2017-09-20,127,85
2017-09-20,209,1606
2018-01-14,238,840
